ori,des
Tezpur_Dipota_H,S_Jaipur_Sez_GW
Hisar_Dabra_H,S_Jaipur_Sez_GW
Tezpur_Dipota_H,E_Surat_Kacholi_GW
Tezpur_Dipota_H,S_Surat_Kacholi_GW
Hisar_Dabra_H,S_Aluva_Peedika_H
Hisar_Dabra_H,S_Bhiwandi_Lonad_GW
Hisar_Dabra_H,S_Hyderabad_Shamshbd_H
Chandigarh_Rajpura_I,S_Sonipat_WazidpurSaboli_P
Delhi_Airport_GW,S_Ahmedabad_Kanera_GW
Delhi_Airport_GW,E_Ahmedabad_Kanera_GW
Gurgaon_Tauru_GW,S_Ahmedabad_Kanera_GW
Gurgaon_Tauru_GW,E_Ahmedabad_Kanera_GW
Kolkata_Dankuni_GW,S_Ahmedabad_Kanera_GW
Kolkata_Dankuni_GW,E_Ahmedabad_Kanera_GW
Delhi_Airport_GW,E_Ahmedabad_Thaltej_H
Kolkata_Dankuni_GW,E_Ahmedabad_Thaltej_H
Delhi_Airport_GW,S_Aluva_Peedika_H
Delhi_Airport_GW,E_Aluva_Peedika_H
Gurgaon_Tauru_GW,S_Aluva_Peedika_H
Gurgaon_Tauru_GW,E_Aluva_Peedika_H
Kolkata_Dankuni_GW,E_Aluva_Peedika_H
Kolkata_Dankuni_GW,S_Aluva_Peedika_H
Delhi_Airport_GW,S_Bhiwandi_Lonad_GW
Delhi_Airport_GW,E_Bhiwandi_Lonad_GW
Gurgaon_Tauru_GW,S_Bhiwandi_Lonad_GW
Gurgaon_Tauru_GW,E_Bhiwandi_Lonad_GW
Kolkata_Dankuni_GW,S_Bhiwandi_Lonad_GW
Kolkata_Dankuni_GW,E_Bhiwandi_Lonad_GW
Delhi_Airport_GW,S_Chennai_Sriperumbudur_GW
Delhi_Airport_GW,E_Chennai_Sriperumbudur_GW
Gurgaon_Tauru_GW,S_Chennai_Sriperumbudur_GW
Gurgaon_Tauru_GW,E_Chennai_Sriperumbudur_GW
Kolkata_Dankuni_GW,S_Chennai_Sriperumbudur_GW
Kolkata_Dankuni_GW,E_Chennai_Sriperumbudur_GW
Delhi_Airport_GW,S_Coimbatore_Kaniyur_H
Delhi_Airport_GW,E_Coimbatore_Kaniyur_H
Gurgaon_Tauru_GW,S_Coimbatore_Kaniyur_H
Gurgaon_Tauru_GW,E_Coimbatore_Kaniyur_H
Kolkata_Dankuni_GW,S_Coimbatore_Kaniyur_H
Kolkata_Dankuni_GW,E_Coimbatore_Kaniyur_H
Delhi_Airport_GW,S_Delhi_Airport_INTL
Gurgaon_Tauru_GW,S_Delhi_Airport_INTL
Delhi_Airport_GW,S_Guwahati_Kaikchi_GW
Delhi_Airport_GW,E_Guwahati_Kaikchi_GW
Gurgaon_Tauru_GW,S_Guwahati_Kaikchi_GW
Gurgaon_Tauru_GW,E_Guwahati_Kaikchi_GW
Kolkata_Dankuni_GW,S_Guwahati_Kaikchi_GW
Kolkata_Dankuni_GW,E_Guwahati_Kaikchi_GW
Delhi_Airport_GW,S_Hyderabad_Medchal_GW
Delhi_Airport_GW,E_Hyderabad_Medchal_GW
Gurgaon_Tauru_GW,S_Hyderabad_Medchal_GW
Gurgaon_Tauru_GW,E_Hyderabad_Medchal_GW
Kolkata_Dankuni_GW,S_Hyderabad_Medchal_GW
Kolkata_Dankuni_GW,E_Hyderabad_Medchal_GW
Delhi_Airport_GW,S_Hyderabad_Shamshbd_H
Delhi_Airport_GW,E_Hyderabad_Shamshbd_H
Gurgaon_Tauru_GW,S_Hyderabad_Shamshbd_H
Gurgaon_Tauru_GW,E_Hyderabad_Shamshbd_H
Kolkata_Dankuni_GW,S_Hyderabad_Shamshbd_H
Kolkata_Dankuni_GW,E_Hyderabad_Shamshbd_H
Delhi_Airport_GW,S_Indore_BarodaArjun_H
Delhi_Airport_GW,E_Indore_BarodaArjun_H
Gurgaon_Tauru_GW,S_Indore_BarodaArjun_H
Gurgaon_Tauru_GW,E_Indore_BarodaArjun_H
Kolkata_Dankuni_GW,S_Indore_BarodaArjun_H
Kolkata_Dankuni_GW,E_Indore_BarodaArjun_H
Delhi_Airport_GW,S_Kanpur_Kataraghan_H
Gurgaon_Tauru_GW,S_Kanpur_Kataraghan_H
Kolkata_Dankuni_GW,S_Kanpur_Kataraghan_H
Kolkata_Dankuni_GW,E_Kanpur_Kataraghan_H
Delhi_Airport_GW,S_Kolkata_Dankuni_GW
Gurgaon_Tauru_GW,S_Kolkata_Dankuni_GW
Gurgaon_Tauru_GW,E_Kolkata_Dankuni_GW
Delhi_Airport_GW,E_Kolkata_Madhyamgram_H
Gurgaon_Tauru_GW,E_Kolkata_Madhyamgram_H
Delhi_Airport_GW,S_Lucknow_Memaura_H
Gurgaon_Tauru_GW,S_Lucknow_Memaura_H
Kolkata_Dankuni_GW,S_Lucknow_Memaura_H
Kolkata_Dankuni_GW,E_Lucknow_Memaura_H
Delhi_Airport_GW,S_Ludhiana_Khakat_H
Kolkata_Dankuni_GW,S_Ludhiana_Khakat_H
Kolkata_Dankuni_GW,E_Ludhiana_Khakat_H
Delhi_Airport_GW,E_Mumbai_Chndivli_PC
Gurgaon_Tauru_GW,S_Mumbai_Chndivli_PC
Gurgaon_Tauru_GW,E_Mumbai_Chndivli_PC
Kolkata_Dankuni_GW,S_Mumbai_Chndivli_PC
Kolkata_Dankuni_GW,E_Mumbai_Chndivli_PC
Delhi_Airport_GW,S_Nagpur_Khapari_GW
Delhi_Airport_GW,E_Nagpur_Khapari_GW
Gurgaon_Tauru_GW,E_Nagpur_Khapari_GW
Kolkata_Dankuni_GW,S_Nagpur_Khapari_GW
Kolkata_Dankuni_GW,E_Nagpur_Khapari_GW
Delhi_Airport_GW,S_Pune_Sudhwadi_GW
Delhi_Airport_GW,E_Pune_Sudhwadi_GW
Gurgaon_Tauru_GW,S_Pune_Sudhwadi_GW
Gurgaon_Tauru_GW,E_Pune_Sudhwadi_GW
Kolkata_Dankuni_GW,S_Pune_Sudhwadi_GW
Kolkata_Dankuni_GW,E_Pune_Sudhwadi_GW
Delhi_Airport_GW,S_Rajkot_Amargadh_H
Delhi_Airport_GW,E_Rajkot_Amargadh_H
Gurgaon_Tauru_GW,S_Rajkot_Amargadh_H
Gurgaon_Tauru_GW,E_Rajkot_Amargadh_H
Delhi_Airport_GW,S_Siliguri_Fulbari_H
Delhi_Airport_GW,E_Siliguri_Fulbari_H
Gurgaon_Tauru_GW,S_Siliguri_Fulbari_H
Gurgaon_Tauru_GW,E_Siliguri_Fulbari_H
Kolkata_Dankuni_GW,S_Siliguri_Fulbari_H
Delhi_Airport_GW,E_Surat_Kacholi_I
Delhi_Airport_GW,S_Surat_Kacholi_I
Gurgaon_Tauru_GW,S_Surat_Kacholi_I
Gurgaon_Tauru_GW,E_Surat_Kacholi_I
Kolkata_Dankuni_GW,E_Surat_Kacholi_I
Kolkata_Dankuni_GW,S_Surat_Kacholi_I
Delhi_Airport_GW,E_Vadodara_Dashrath_H
Delhi_Airport_GW,S_Vadodara_Dashrath_H
Gurgaon_Tauru_GW,S_Vadodara_Dashrath_H
Gurgaon_Tauru_GW,E_Vadodara_Dashrath_H
Kolkata_Dankuni_GW,E_Vadodara_Dashrath_H
Kolkata_Dankuni_GW,S_Vadodara_Dashrath_H
Delhi_Airport_GW,S_Vijayawada_Gudavalli_H
Delhi_Airport_GW,E_Vijayawada_Gudavalli_H
Gurgaon_Tauru_GW,S_Vijayawada_Gudavalli_H
Gurgaon_Tauru_GW,E_Vijayawada_Gudavalli_H
Kolkata_Dankuni_GW,S_Vijayawada_Gudavalli_H
Kolkata_Dankuni_GW,E_Vijayawada_Gudavalli_H
Gurgaon_Tauru_GW,S_Bangalore_Soukyaroad_I
Gurgaon_Tauru_GW,E_Bangalore_Soukyaroad_I
Kolkata_Dankuni_GW,S_Bangalore_Soukyaroad_I
Kolkata_Dankuni_GW,E_Bangalore_Soukyaroad_I
Gurgaon_Tauru_GW,S_Chandigarh_Rajpura_I
Gurgaon_Tauru_GW,E_Chennai_Hub
Gurgaon_Tauru_GW,S_Noida_Sector63D_I
Kolkata_Dankuni_GW,S_Chandigarh_Rajpura_GW
Kolkata_Dankuni_GW,E_Chandigarh_Rajpura_GW
Kolkata_Dankuni_GW,E_Delhi_Airport_GW
Kolkata_Dankuni_GW,S_Gurgaon_Tauru_GW
Kolkata_Dankuni_GW,S_Meerut_Panchlikhurd_H
Kolkata_Dankuni_GW,E_Meerut_Panchlikhurd_H
